W/L,Fighter,Kd,Str,Td,Sub,Weight class,Method,Round,Time,event,event_url,scrape_date
win,Brian Ortega  Yair Rodriguez,0  1,28  55,3  0,1  0,Featherweight,SUB  Arm Triangle,3,0:58,,http://ufcstats.com/event-details/902ab9197b83d0db,2025-06-15 11:53:59.347221
win,Daniel Zellhuber  Francisco Prado,0  0,120  90,0  0,0  0,Lightweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/902ab9197b83d0db,2025-06-15 11:53:59.347221
win,Yazmin Jauregui  Sam Hughes,0  0,94  83,0  0,0  0,Women's Strawweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/902ab9197b83d0db,2025-06-15 11:53:59.347221
win,Manuel Torres  Chris Duncan,0  0,3  1,2  1,1  0,Lightweight,SUB  Rear Naked Choke,1,1:46,,http://ufcstats.com/event-details/902ab9197b83d0db,2025-06-15 11:53:59.347221
win,Raoni Barcelos  Cristian Quinonez,0  0,43  29,2  2,2  0,Bantamweight,SUB  Rear Naked Choke,3,2:04,,http://ufcstats.com/event-details/902ab9197b83d0db,2025-06-15 11:53:59.347221
win,Jesus Aguilar  Mateus Mendonca,0  0,19  18,1  4,1  1,Flyweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/902ab9197b83d0db,2025-06-15 11:53:59.347221
win,Edgar Chairez  Daniel Lacerda,0  0,9  4,0  1,1  0,Flyweight,SUB  Triangle Choke,1,2:17,,http://ufcstats.com/event-details/902ab9197b83d0db,2025-06-15 11:53:59.347221
win,Fares Ziam  Claudio Puelles,0  0,31  4,0  7,1  0,Lightweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/902ab9197b83d0db,2025-06-15 11:53:59.347221
win,Ronaldo Rodriguez  Denys Bondar,0  0,31  41,0  4,1  0,Flyweight,SUB  Rear Naked Choke,2,4:59,,http://ufcstats.com/event-details/902ab9197b83d0db,2025-06-15 11:53:59.347221
win,Felipe dos Santos  Victor Altamirano,0  0,37  40,0  9,1  0,Flyweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/902ab9197b83d0db,2025-06-15 11:53:59.347221
win,Muhammad Naimov  Erik Silva,0  0,1  0,1  0,0  0,Featherweight,KO/TKO,1,0:44,,http://ufcstats.com/event-details/902ab9197b83d0db,2025-06-15 11:53:59.347221
win,Ilia Topuria  Alexander Volkanovski,1  0,35  47,0  0,0  0,Featherweight,KO/TKO  Punch,2,3:32,,http://ufcstats.com/event-details/dab0e6cb8c932162,2025-06-15 11:53:59.908855
win,Robert Whittaker  Paulo Costa,0  0,95  67,0  0,0  0,Middleweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/dab0e6cb8c932162,2025-06-15 11:53:59.908855
win,Ian Machado Garry  Geoff Neal,0  0,67  46,0  0,0  0,Welterweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/dab0e6cb8c932162,2025-06-15 11:53:59.908855
win,Merab Dvalishvili  Henry Cejudo,0  0,74  29,5  1,1  0,Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/dab0e6cb8c932162,2025-06-15 11:53:59.908855
win,Anthony Hernandez  Roman Kopylov,0  0,34  35,3  0,2  0,Middleweight,SUB  Rear Naked Choke,2,3:23,,http://ufcstats.com/event-details/dab0e6cb8c932162,2025-06-15 11:53:59.908855
win,Amanda Lemos  Mackenzie Dern,1  0,41  21,2  1,0  0,Women's Strawweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/dab0e6cb8c932162,2025-06-15 11:53:59.908855
win,Marcos Rogerio de Lima  Junior Tafa,1  0,33  11,1  0,0  0,Heavyweight,KO/TKO  Kick,2,1:14,,http://ufcstats.com/event-details/dab0e6cb8c932162,2025-06-15 11:53:59.908855
win,Rinya Nakamura  Carlos Vera,0  0,38  12,3  0,0  0,Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/dab0e6cb8c932162,2025-06-15 11:53:59.908855
win,Zhang Mingyang  Brendson Ribeiro,1  0,17  14,0  0,0  0,Light Heavyweight,KO/TKO  Punch,1,1:41,,http://ufcstats.com/event-details/dab0e6cb8c932162,2025-06-15 11:53:59.908855
win,Danny Barlow  Josh Quinlan,1  0,95  39,0  0,0  0,Welterweight,KO/TKO  Punches,3,1:18,,http://ufcstats.com/event-details/dab0e6cb8c932162,2025-06-15 11:53:59.908855
win,Oban Elliott  Val Woodburn,0  1,70  23,3  2,0  0,Welterweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/dab0e6cb8c932162,2025-06-15 11:53:59.908855
win,Miranda Maverick  Andrea Lee,0  0,66  36,3  2,0  1,Women's Flyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/dab0e6cb8c932162,2025-06-15 11:53:59.908855
win,Jack Hermansson  Joe Pyfer,0  0,121  92,1  0,0  0,Middleweight,U-DEC,5,5:00,,http://ufcstats.com/event-details/eaea0fc7b76525a8,2025-06-15 11:54:00.426583
win,Dan Ige  Andre Fili,1  0,11  8,0  0,0  0,Featherweight,KO/TKO  Punch,1,2:43,,http://ufcstats.com/event-details/eaea0fc7b76525a8,2025-06-15 11:54:00.426583
win,Ihor Potieria  Robert Bryczek,1  0,67  32,0  0,0  0,Middleweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/eaea0fc7b76525a8,2025-06-15 11:54:00.426583
win,Gregory Rodrigues  Brad Tavares,0  0,71  37,2  0,0  0,Middleweight,KO/TKO  Punches,3,0:55,,http://ufcstats.com/event-details/eaea0fc7b76525a8,2025-06-15 11:54:00.426583
win,Michael Johnson  Darrius Flowers,0  0,61  33,4  0,0  0,Lightweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/eaea0fc7b76525a8,2025-06-15 11:54:00.426583
win,Rodolfo Vieira  Armen Petrosyan,0  0,6  9,3  0,1  0,Middleweight,SUB  Arm Triangle,1,4:48,,http://ufcstats.com/event-details/eaea0fc7b76525a8,2025-06-15 11:54:00.426583
win,Carlos Prates  Trevin Giles,1  0,37  68,0  0,0  0,Welterweight,KO/TKO  Punch,2,4:03,,http://ufcstats.com/event-details/eaea0fc7b76525a8,2025-06-15 11:54:00.426583
win,Bolaji Oki  Timmy Cuamba,0  0,60  33,1  1,0  0,Lightweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/eaea0fc7b76525a8,2025-06-15 11:54:00.426583
win,Loma Lookboonmee  Bruna Brasil,0  0,58  28,1  1,0  0,Women's Strawweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/eaea0fc7b76525a8,2025-06-15 11:54:00.426583
win,Marcin Prachnio  Devin Clark,0  0,101  53,1  0,0  0,Light Heavyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/eaea0fc7b76525a8,2025-06-15 11:54:00.426583
win,Max Griffin  Jeremiah Wells,0  0,26  32,1  1,0  0,Welterweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/eaea0fc7b76525a8,2025-06-15 11:54:00.426583
win,Bogdan Guskov  Zac Pauga,1  0,10  17,0  0,0  0,Light Heavyweight,KO/TKO  Punches,1,3:38,,http://ufcstats.com/event-details/eaea0fc7b76525a8,2025-06-15 11:54:00.426583
win,Hyder Amil  Fernie Garcia,1  0,79  26,1  0,2  0,Featherweight,KO/TKO  Punches,2,2:12,,http://ufcstats.com/event-details/eaea0fc7b76525a8,2025-06-15 11:54:00.426583
nc  nc,Daniel Marcos  Aoriqileng,0  0,81  45,0  0,0  0,Bantamweight,CNC,2,3:28,,http://ufcstats.com/event-details/eaea0fc7b76525a8,2025-06-15 11:54:00.426583
win,Nassourdine Imavov  Roman Dolidze,1  0,112  34,0  0,1  0,Middleweight,M-DEC,5,5:00,,http://ufcstats.com/event-details/cce79e827569f26e,2025-06-15 11:54:00.906712
win,Renato Moicano  Drew Dober,0  0,23  23,3  1,0  0,Lightweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/cce79e827569f26e,2025-06-15 11:54:00.906712
win,Randy Brown  Muslim Salikhov,1  0,13  10,0  0,0  0,Welterweight,KO/TKO  Punch,1,3:17,,http://ufcstats.com/event-details/cce79e827569f26e,2025-06-15 11:54:00.906712
win,Natalia Silva  Viviane Araujo,0  0,38  26,0  1,0  0,Women's Flyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/cce79e827569f26e,2025-06-15 11:54:00.906712
nc  nc,Aliaskhab Khizriev  Makhmud Muradov,0  0,1  1,0  0,0  0,Middleweight,CNC,1,0:11,,http://ufcstats.com/event-details/cce79e827569f26e,2025-06-15 11:54:00.906712
win,Charles Radtke  Gilbert Urbina,2  0,30  16,0  0,0  0,Welterweight,KO/TKO  Punch,1,4:47,,http://ufcstats.com/event-details/cce79e827569f26e,2025-06-15 11:54:00.906712
win,Molly McCann  Diana Belbita,0  0,42  29,2  0,1  0,Women's Strawweight,SUB  Armbar,1,4:59,,http://ufcstats.com/event-details/cce79e827569f26e,2025-06-15 11:54:00.906712
win,Charles Johnson  Azat Maksum,0  1,76  38,2  2,3  1,Flyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/cce79e827569f26e,2025-06-15 11:54:00.906712
win,Themba Gorimbo  Pete Rodriguez,1  0,12  0,0  0,0  0,Welterweight,KO/TKO  Punch,1,0:32,,http://ufcstats.com/event-details/cce79e827569f26e,2025-06-15 11:54:00.906712
win,JeongYeong Lee  Blake Bilder,0  0,49  19,2  0,0  0,Featherweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/cce79e827569f26e,2025-06-15 11:54:00.906712
win,Luana Carolina  Julija Stoliarenko,0  0,66  16,2  1,0  3,Women's Flyweight,KO/TKO  Punches,3,4:52,,http://ufcstats.com/event-details/cce79e827569f26e,2025-06-15 11:54:00.906712
win,MarQuel Mederos  Landon Quinones,0  0,60  55,0  1,0  0,Lightweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/cce79e827569f26e,2025-06-15 11:54:00.906712
win,Jamal Pogues  Thomas Petersen,0  0,65  58,0  1,0  0,Heavyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/cce79e827569f26e,2025-06-15 11:54:00.906712
win,Dricus Du Plessis  Sean Strickland,0  0,137  173,6  0,0  0,Middleweight,S-DEC,5,5:00,,http://ufcstats.com/event-details/bd85ca0bb4f26cfc,2025-06-15 11:54:01.425658
win,Raquel Pennington  Mayra Bueno Silva,0  0,134  69,1  3,2  3,Women's Bantamweight,U-DEC,5,5:00,,http://ufcstats.com/event-details/bd85ca0bb4f26cfc,2025-06-15 11:54:01.425658
win,Neil Magny  Mike Malott,0  0,57  45,1  4,0  0,Welterweight,KO/TKO  Punches,3,4:45,,http://ufcstats.com/event-details/bd85ca0bb4f26cfc,2025-06-15 11:54:01.425658
win,Chris Curtis  Marc-Andre Barriault,0  0,140  122,0  0,0  0,Middleweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/bd85ca0bb4f26cfc,2025-06-15 11:54:01.425658
win,Movsar Evloev  Arnold Allen,0  0,51  59,5  0,0  1,Featherweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/bd85ca0bb4f26cfc,2025-06-15 11:54:01.425658
win,Garrett Armfield  Brad Katona,0  0,105  64,0  4,0  0,Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/bd85ca0bb4f26cfc,2025-06-15 11:54:01.425658
win,Sean Woodson  Charles Jourdain,0  0,80  60,1  0,0  1,Featherweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/bd85ca0bb4f26cfc,2025-06-15 11:54:01.425658
win,Ramon Taveras  Serhiy Sidey,1  0,62  79,0  0,0  0,Bantamweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/bd85ca0bb4f26cfc,2025-06-15 11:54:01.425658
win,Gillian Robertson  Polyana Viana,0  0,23  12,2  0,1  0,Women's Strawweight,KO/TKO  Punches,2,3:12,,http://ufcstats.com/event-details/bd85ca0bb4f26cfc,2025-06-15 11:54:01.425658
win,Sam Patterson  Yohan Lainesse,0  0,5  1,1  0,1  0,Welterweight,SUB  Rear Naked Choke,1,2:03,,http://ufcstats.com/event-details/bd85ca0bb4f26cfc,2025-06-15 11:54:01.425658
win,Jasmine Jasudavicius  Priscila Cachoeira,1  0,93  24,2  0,3  0,Women's Bantamweight,SUB  Anaconda Choke,3,4:21,,http://ufcstats.com/event-details/bd85ca0bb4f26cfc,2025-06-15 11:54:01.425658
win,Jimmy Flick  Malcolm Gordon,0  0,3  37,1  1,4  1,Flyweight,SUB  Arm Triangle,2,1:17,,http://ufcstats.com/event-details/bd85ca0bb4f26cfc,2025-06-15 11:54:01.425658
win,Magomed Ankalaev  Johnny Walker,1  0,39  24,0  0,0  0,Light Heavyweight,KO/TKO  Punch,2,2:42,,http://ufcstats.com/event-details/010986ee359fb863,2025-06-15 11:54:02.237495
win,Jim Miller  Gabriel Benitez,0  0,80  80,2  0,1  0,Lightweight,SUB  Neck Crank,3,3:25,,http://ufcstats.com/event-details/010986ee359fb863,2025-06-15 11:54:02.237495
win,Mario Bautista  Ricky Simon,0  0,112  45,0  2,0  0,Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/010986ee359fb863,2025-06-15 11:54:02.237495
win,Brunno Ferreira  Phil Hawes,1  0,19  13,1  0,0  0,Middleweight,KO/TKO  Punch,1,4:55,,http://ufcstats.com/event-details/010986ee359fb863,2025-06-15 11:54:02.237495
win,Waldo Cortes-Acosta  Andrei Arlovski,0  0,49  58,0  0,0  0,Heavyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/010986ee359fb863,2025-06-15 11:54:02.237495
win,Preston Parsons  Matthew Semelsberger,0  0,47  28,7  1,2  2,Welterweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/010986ee359fb863,2025-06-15 11:54:02.237495
win,Marcus McGhee  Gaston Bolanos,1  0,65  28,1  0,0  0,Bantamweight,KO/TKO  Punches,2,3:29,,http://ufcstats.com/event-details/010986ee359fb863,2025-06-15 11:54:02.237495
win,Farid Basharat  Taylor Lapilus,0  0,42  40,5  0,1  0,Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/010986ee359fb863,2025-06-15 11:54:02.237495
win,Jean Silva  Westin Wilson,1  0,25  11,1  0,0  0,Featherweight,KO/TKO  Punch,1,4:12,,http://ufcstats.com/event-details/010986ee359fb863,2025-06-15 11:54:02.237495
win,Nikolas Motta  Tom Nolan,1  0,21  12,0  0,0  0,Lightweight,KO/TKO  Punches,1,1:03,,http://ufcstats.com/event-details/010986ee359fb863,2025-06-15 11:54:02.237495
win,Joshua Van  Felipe Bunes,1  0,83  50,1  2,0  0,Flyweight,KO/TKO  Punches,2,4:31,,http://ufcstats.com/event-details/010986ee359fb863,2025-06-15 11:54:02.237495
win,Leon Edwards  Colby Covington,0  0,57  44,2  2,2  0,Welterweight,U-DEC,5,5:00,,http://ufcstats.com/event-details/a8e8587a06e73c87,2025-06-15 11:54:02.472159
win,Alexandre Pantoja  Brandon Royval,0  0,95  111,8  0,1  0,Flyweight,U-DEC,5,5:00,,http://ufcstats.com/event-details/a8e8587a06e73c87,2025-06-15 11:54:02.472159
win,Shavkat Rakhmonov  Stephen Thompson,0  0,28  16,1  0,2  0,Welterweight,SUB  Rear Naked Choke,2,4:56,,http://ufcstats.com/event-details/a8e8587a06e73c87,2025-06-15 11:54:02.472159
win,Paddy Pimblett  Tony Ferguson,1  0,106  62,1  0,0  0,Lightweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/a8e8587a06e73c87,2025-06-15 11:54:02.472159
win,Josh Emmett  Bryce Mitchell,1  0,2  0,0  0,0  0,Featherweight,KO/TKO  Punch,1,1:57,,http://ufcstats.com/event-details/a8e8587a06e73c87,2025-06-15 11:54:02.472159
win,Alonzo Menifield  Dustin Jacoby,1  0,68  93,1  0,0  0,Light Heavyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/a8e8587a06e73c87,2025-06-15 11:54:02.472159
win,Irene Aldana  Karol Rosa,0  0,145  204,0  0,0  0,Women's Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/a8e8587a06e73c87,2025-06-15 11:54:02.472159
win,Cody Garbrandt  Brian Kelleher,1  0,20  17,0  0,0  0,Bantamweight,KO/TKO  Punch,1,3:42,,http://ufcstats.com/event-details/a8e8587a06e73c87,2025-06-15 11:54:02.472159
win,Ariane da Silva  Casey O'Neill,0  0,64  31,1  0,1  0,Women's Flyweight,SUB  Armbar,2,1:18,,http://ufcstats.com/event-details/a8e8587a06e73c87,2025-06-15 11:54:02.472159
win,Tagir Ulanbekov  Cody Durden,1  0,24  32,2  0,5  0,Flyweight,SUB  Rear Naked Choke,2,4:25,,http://ufcstats.com/event-details/a8e8587a06e73c87,2025-06-15 11:54:02.472159
win,Andre Fili  Lucas Almeida,1  0,20  10,0  0,0  0,Featherweight,KO/TKO  Punch,1,3:32,,http://ufcstats.com/event-details/a8e8587a06e73c87,2025-06-15 11:54:02.472159
win,Shamil Gaziev  Martin Buday,0  0,49  8,0  0,0  0,Heavyweight,KO/TKO  Punches,2,0:56,,http://ufcstats.com/event-details/a8e8587a06e73c87,2025-06-15 11:54:02.472159
win,Song Yadong  Chris Gutierrez,0  0,77  87,2  0,0  0,Bantamweight,U-DEC,5,5:00,,http://ufcstats.com/event-details/5ef0088c1b19beeb,2025-06-15 11:54:02.944575
win,Khalil Rountree Jr.  Anthony Smith,1  0,53  47,0  0,0  0,Light Heavyweight,KO/TKO  Punch,3,0:56,,http://ufcstats.com/event-details/5ef0088c1b19beeb,2025-06-15 11:54:02.944575
win,Nasrat Haqparast  Jamie Mullarkey,2  0,16  8,0  0,0  0,Lightweight,KO/TKO  Punches,1,1:44,,http://ufcstats.com/event-details/5ef0088c1b19beeb,2025-06-15 11:54:02.944575
win,Tim Elliott  Sumudaerji,0  0,10  10,1  0,1  0,Bantamweight,SUB  Arm Triangle,1,4:02,,http://ufcstats.com/event-details/5ef0088c1b19beeb,2025-06-15 11:54:02.944575
win,Andre Muniz  JunYong Park,0  0,14  27,11  0,0  0,Middleweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/5ef0088c1b19beeb,2025-06-15 11:54:02.944575
win,Kevin Jousset  Song Kenan,0  0,134  62,1  0,0  0,Welterweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/5ef0088c1b19beeb,2025-06-15 11:54:02.944575
win,HyunSung Park  Shannon Ross,2  0,50  47,0  0,0  0,Flyweight,KO/TKO  Punch,2,3:59,,http://ufcstats.com/event-details/5ef0088c1b19beeb,2025-06-15 11:54:02.944575
win,Steve Garcia  Melquizael Costa,1  0,29  6,0  2,1  0,Lightweight,KO/TKO  Elbows,2,1:01,,http://ufcstats.com/event-details/5ef0088c1b19beeb,2025-06-15 11:54:02.944575
win,Luana Santos  Stephanie Egger,0  0,53  44,2  1,0  0,Women's Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/5ef0088c1b19beeb,2025-06-15 11:54:02.944575
win,Tatsuro Taira  Carlos Hernandez,1  0,33  2,0  0,0  0,Flyweight,KO/TKO  Punches,2,0:55,,http://ufcstats.com/event-details/5ef0088c1b19beeb,2025-06-15 11:54:02.944575
win,Talita Alencar  Rayanne dos Santos,0  0,36  57,1  0,0  0,Women's Strawweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/5ef0088c1b19beeb,2025-06-15 11:54:02.944575
win,Arman Tsarukyan  Beneil Dariush,1  0,8  2,0  0,0  0,Lightweight,KO/TKO  Punch,1,1:04,,http://ufcstats.com/event-details/53e4e21f4c688801,2025-06-15 11:54:03.400114
win,Jalin Turner  King Green,1  0,33  15,0  0,0  0,Lightweight,KO/TKO  Punches,1,2:49,,http://ufcstats.com/event-details/53e4e21f4c688801,2025-06-15 11:54:03.400114
win,Deiveson Figueiredo  Rob Font,0  0,45  46,4  0,0  0,Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/53e4e21f4c688801,2025-06-15 11:54:03.400114
win,Sean Brady  Kelvin Gastelum,0  0,14  18,5  0,3  0,Welterweight,SUB  Kimura,3,1:43,,http://ufcstats.com/event-details/53e4e21f4c688801,2025-06-15 11:54:03.400114
win,Joaquim Silva  Clay Guida,0  0,46  43,2  2,2  0,Lightweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/53e4e21f4c688801,2025-06-15 11:54:03.400114
win,Dustin Stoltzfus  Punahele Soriano,1  0,64  31,4  0,1  0,Middleweight,SUB  Rear Naked Choke,2,4:10,,http://ufcstats.com/event-details/53e4e21f4c688801,2025-06-15 11:54:03.400114
win,Miesha Tate  Julia Avila,0  0,32  3,4  0,1  0,Women's Bantamweight,SUB  Rear Naked Choke,3,1:15,,http://ufcstats.com/event-details/53e4e21f4c688801,2025-06-15 11:54:03.400114
win,Cody Brundage  Zachary Reese,0  0,9  4,1  0,0  1,Middleweight,KO/TKO  Slam,1,1:49,,http://ufcstats.com/event-details/53e4e21f4c688801,2025-06-15 11:54:03.400114
win,Drakkar Klose  Joe Solecki,0  0,2  1,0  1,0  0,Lightweight,KO/TKO  Slam,1,1:41,,http://ufcstats.com/event-details/53e4e21f4c688801,2025-06-15 11:54:03.400114
win,Rodolfo Bellato  Ihor Potieria,0  1,80  73,1  0,0  0,Light Heavyweight,KO/TKO  Punches,2,4:17,,http://ufcstats.com/event-details/53e4e21f4c688801,2025-06-15 11:54:03.400114
win,Jared Gooden  Wellington Turman,0  0,53  37,1  1,1  0,Welterweight,SUB  Rear Naked Choke,2,1:11,,http://ufcstats.com/event-details/53e4e21f4c688801,2025-06-15 11:54:03.400114
win,Veronica Hardy  Jamey-Lyn Horth,0  0,43  43,1  1,0  0,Women's Flyweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/53e4e21f4c688801,2025-06-15 11:54:03.400114
win,Brendan Allen  Paul Craig,0  0,32  6,2  0,2  1,Middleweight,SUB  Rear Naked Choke,3,0:38,,http://ufcstats.com/event-details/3feed7d02711d8b7,2025-06-15 11:54:03.855653
win,Michael Morales  Jake Matthews,0  0,84  57,0  0,0  0,Welterweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/3feed7d02711d8b7,2025-06-15 11:54:03.855653
win,Chase Hooper  Jordan Leavitt,0  0,1  3,0  0,1  0,Lightweight,SUB  Rear Naked Choke,1,2:58,,http://ufcstats.com/event-details/3feed7d02711d8b7,2025-06-15 11:54:03.855653
win,Payton Talbott  Nick Aguirre,0  0,28  5,0  2,1  0,Bantamweight,SUB  Rear Naked Choke,3,0:58,,http://ufcstats.com/event-details/3feed7d02711d8b7,2025-06-15 11:54:03.855653
win,Amanda Ribas  Luana Pinheiro,1  0,87  55,0  1,0  0,Women's Strawweight,KO/TKO  Punches,3,3:53,,http://ufcstats.com/event-details/3feed7d02711d8b7,2025-06-15 11:54:03.855653
win,Myktybek Orolbai  Uros Medic,0  0,8  14,7  0,1  0,Welterweight,SUB  Neck Crank,2,4:12,,http://ufcstats.com/event-details/3feed7d02711d8b7,2025-06-15 11:54:03.855653
win,Joanderson Brito  Jonathan Pearce,0  0,8  14,1  1,1  0,Featherweight,SUB  Guillotine Choke,2,3:54,,http://ufcstats.com/event-details/3feed7d02711d8b7,2025-06-15 11:54:03.855653
win,Jose Johnson  Chad Anheliger,0  0,63  26,1  4,1  0,Bantamweight,SUB  Rear Naked Choke,3,4:49,,http://ufcstats.com/event-details/3feed7d02711d8b7,2025-06-15 11:54:03.855653
win,Christian Leroy Duncan  Denis Tiuliulin,1  0,65  30,0  0,0  0,Middleweight,KO/TKO  Punches,2,4:24,,http://ufcstats.com/event-details/3feed7d02711d8b7,2025-06-15 11:54:03.855653
win,Mick Parkin  Caio Machado,0  0,39  76,3  0,0  0,Heavyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/3feed7d02711d8b7,2025-06-15 11:54:03.855653
win,Jeka Saragih  Lucas Alexander,1  0,4  11,1  0,0  0,Featherweight,KO/TKO  Punch,1,1:31,,http://ufcstats.com/event-details/3feed7d02711d8b7,2025-06-15 11:54:03.855653
win,Ailin Perez  Lucie Pudilova,0  0,42  20,2  0,0  1,Women's Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/3feed7d02711d8b7,2025-06-15 11:54:03.855653
nc  nc,Trey Ogden  Nikolas Motta,0  0,58  14,3  0,1  0,Lightweight,Overturned,3,3:11,,http://ufcstats.com/event-details/3feed7d02711d8b7,2025-06-15 11:54:03.855653
win,Rafael Estevam  Charles Johnson,0  0,18  72,3  0,1  0,Flyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/3feed7d02711d8b7,2025-06-15 11:54:03.855653
win,Alex Pereira  Jiri Prochazka,1  0,38  30,0  1,1  0,Light Heavyweight,KO/TKO  Elbows,2,4:08,,http://ufcstats.com/event-details/5a558ba1ff5e9121,2025-06-15 11:54:04.350527
win,Tom Aspinall  Sergei Pavlovich,1  0,10  1,0  0,0  0,Heavyweight,KO/TKO  Punch,1,1:09,,http://ufcstats.com/event-details/5a558ba1ff5e9121,2025-06-15 11:54:04.350527
win,Jessica Andrade  Mackenzie Dern,4  0,53  49,0  0,0  0,Women's Strawweight,KO/TKO  Punch,2,3:15,,http://ufcstats.com/event-details/5a558ba1ff5e9121,2025-06-15 11:54:04.350527
win,Benoit Saint Denis  Matt Frevola,1  0,6  5,0  2,0  0,Lightweight,KO/TKO  Kick,1,1:31,,http://ufcstats.com/event-details/5a558ba1ff5e9121,2025-06-15 11:54:04.350527
win,Diego Lopes  Pat Sabatini,1  0,13  7,0  0,0  0,Featherweight,KO/TKO  Punches,1,1:30,,http://ufcstats.com/event-details/5a558ba1ff5e9121,2025-06-15 11:54:04.350527
win,Steve Erceg  Alessandro Costa,0  0,74  54,1  1,1  0,Flyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/5a558ba1ff5e9121,2025-06-15 11:54:04.350527
win,Loopy Godinez  Tabatha Ricci,0  0,98  84,0  0,0  0,Women's Strawweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/5a558ba1ff5e9121,2025-06-15 11:54:04.350527
win,Mateusz Rebecki  Roosevelt Roberts,0  0,10  2,2  0,1  0,Lightweight,SUB  Armbar,1,3:08,,http://ufcstats.com/event-details/5a558ba1ff5e9121,2025-06-15 11:54:04.350527
draw  draw,Nazim Sadykhov  Viacheslav Borshchev,1  0,91  143,4  0,0  0,Lightweight,M-DEC,3,5:00,,http://ufcstats.com/event-details/5a558ba1ff5e9121,2025-06-15 11:54:04.350527
win,Jared Gordon  Mark Madsen,1  0,36  35,0  0,0  0,Lightweight,KO/TKO  Punch,1,4:42,,http://ufcstats.com/event-details/5a558ba1ff5e9121,2025-06-15 11:54:04.350527
win,John Castaneda  Kyung Ho Kang,0  0,111  88,3  0,0  0,Catch Weight,U-DEC,3,5:00,,http://ufcstats.com/event-details/5a558ba1ff5e9121,2025-06-15 11:54:04.350527
win,Joshua Van  Kevin Borjas,0  0,156  75,2  0,0  0,Flyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/5a558ba1ff5e9121,2025-06-15 11:54:04.350527
win,Jamall Emmers  Dennis Buzukja,1  0,14  3,0  0,0  0,Featherweight,KO/TKO  Punch,1,0:49,,http://ufcstats.com/event-details/5a558ba1ff5e9121,2025-06-15 11:54:04.350527
win,Jailton Almeida  Derrick Lewis,0  0,38  20,6  0,4  0,Heavyweight,U-DEC,5,5:00,,http://ufcstats.com/event-details/7c4ec656d8fcb867,2025-06-15 11:54:05.087931
win,Nicolas Dalby  Gabriel Bonfim,1  0,53  39,0  3,0  1,Welterweight,KO/TKO  Knees,2,4:33,,http://ufcstats.com/event-details/7c4ec656d8fcb867,2025-06-15 11:54:05.087931
win,Rodrigo Nascimento  Don'Tale Mayes,0  0,70  79,0  0,0  0,Heavyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/7c4ec656d8fcb867,2025-06-15 11:54:05.087931
