EVENT,BOUT,jfighter,FIGHTER,DATE,win,predicted_prob,odds
UFC 272: Covington vs. Masvidal,Dustin Jacoby vs. Michal Oleksiejczuk,MichalOleksiejczuk,Michal Oleksiejczuk,2022-03-05,0,0.5617316,1.78
UFC 272: Covington vs. Masvidal,Jalin Turner vs. Jamie Mullarkey,JalinTurner,Jalin Turner,2022-03-05,1,0.59226906,1.69
UFC 272: Covington vs. Masvidal,Jalin Turner vs. Jamie Mullarkey,JamieMullarkey,Jamie Mullarkey,2022-03-05,0,0.42378724,2.36
UFC 272: Covington vs. Masvidal,Edson Barboza vs. Bryce Mitchell,EdsonBarboza,Edson Barboza,2022-03-05,0,0.24371035,4.1
UFC 272: Covington vs. Masvidal,Edson Barboza vs. Bryce Mitchell,BryceMitchell,Bryce Mitchell,2022-03-05,1,0.7235192,1.38
UFC 272: Covington vs. Masvidal,Colby Covington vs. Jorge Masvidal,ColbyCovington,Colby Covington,2022-03-05,1,0.5446462,1.84
UFC 272: Covington vs. Masvidal,Colby Covington vs. Jorge Masvidal,JorgeMasvidal,Jorge Masvidal,2022-03-05,0,0.3779657,2.65
UFC Fight Night: Santos vs. Ankalaev,Alex Pereira vs. Bruno Silva,AlexPereira,Alex Pereira,2022-03-12,1,0.3695094,2.71
UFC Fight Night: Santos vs. Ankalaev,Alex Pereira vs. Bruno Silva,BrunoSilva,Bruno Silva,2022-03-12,0,0.40632188,2.46
UFC Fight Night: Santos vs. Ankalaev,Sodiq Yusuff vs. Alex Caceres,SodiqYusuff,Sodiq Yusuff,2022-03-12,1,0.51408166,1.95
UFC Fight Night: Santos vs. Ankalaev,Sodiq Yusuff vs. Alex Caceres,AlexCaceres,Alex Caceres,2022-03-12,0,0.5360627,1.87
UFC Fight Night: Santos vs. Ankalaev,Dalcha Lungiambula vs. Cody Brundage,DalchaLungiambula,Dalcha Lungiambula,2022-03-12,0,0.35964626,2.78
UFC Fight Night: Santos vs. Ankalaev,Dalcha Lungiambula vs. Cody Brundage,CodyBrundage,Cody Brundage,2022-03-12,1,0.60435826,1.65
UFC Fight Night: Santos vs. Ankalaev,Kris Moutinho vs. Guido Cannetti,KrisMoutinho,Kris Moutinho,2022-03-12,0,0.6673514,1.5
UFC Fight Night: Santos vs. Ankalaev,Kris Moutinho vs. Guido Cannetti,GuidoCannetti,Guido Cannetti,2022-03-12,1,0.63454103,1.58
UFC Fight Night: Santos vs. Ankalaev,Khalil Rountree Jr. vs. Karl Roberson,KhalilRountreeJr.,Khalil Rountree Jr.,2022-03-12,1,0.4807869,2.08
UFC Fight Night: Santos vs. Ankalaev,Khalil Rountree Jr. vs. Karl Roberson,KarlRoberson,Karl Roberson,2022-03-12,0,0.54852045,1.82
UFC Fight Night: Santos vs. Ankalaev,Damon Jackson vs. Kamuela Kirk,DamonJackson,Damon Jackson,2022-03-12,1,0.3534861,2.83
UFC Fight Night: Santos vs. Ankalaev,Damon Jackson vs. Kamuela Kirk,KamuelaKirk,Kamuela Kirk,2022-03-12,0,0.5671911,1.76
UFC Fight Night: Santos vs. Ankalaev,Drew Dober vs. Terrance McKinney,DrewDober,Drew Dober,2022-03-12,1,0.3576971,2.8
UFC Fight Night: Santos vs. Ankalaev,Drew Dober vs. Terrance McKinney,TerranceMcKinney,Terrance McKinney,2022-03-12,0,0.6162556,1.62
UFC Fight Night: Santos vs. Ankalaev,Thiago Santos vs. Magomed Ankalaev,ThiagoSantos,Thiago Santos,2022-03-12,0,0.19685882,5.08
UFC Fight Night: Santos vs. Ankalaev,Thiago Santos vs. Magomed Ankalaev,MagomedAnkalaev,Magomed Ankalaev,2022-03-12,1,0.81306374,1.23
UFC Fight Night: Santos vs. Ankalaev,Marlon Moraes vs. Song Yadong,MarlonMoraes,Marlon Moraes,2022-03-12,0,0.1570473,6.37
UFC Fight Night: Santos vs. Ankalaev,Marlon Moraes vs. Song Yadong,SongYadong,Song Yadong,2022-03-12,1,0.89189494,1.12
UFC Fight Night: Volkov vs. Aspinall,Mike Grundy vs. Makwan Amirkhani,MikeGrundy,Mike Grundy,2022-03-19,0,0.32553643,3.07
UFC Fight Night: Volkov vs. Aspinall,Mike Grundy vs. Makwan Amirkhani,MakwanAmirkhani,Makwan Amirkhani,2022-03-19,1,0.5778172,1.73
UFC Fight Night: Volkov vs. Aspinall,Jack Shore vs. Timur Valiev,JackShore,Jack Shore,2022-03-19,1,0.6665909,1.5
UFC Fight Night: Volkov vs. Aspinall,Jack Shore vs. Timur Valiev,TimurValiev,Timur Valiev,2022-03-19,0,0.38970453,2.57
UFC Fight Night: Volkov vs. Aspinall,Shamil Abdurakhimov vs. Sergei Pavlovich,ShamilAbdurakhimov,Shamil Abdurakhimov,2022-03-19,0,0.28508785,3.51
UFC Fight Night: Volkov vs. Aspinall,Shamil Abdurakhimov vs. Sergei Pavlovich,SergeiPavlovich,Sergei Pavlovich,2022-03-19,1,0.77037174,1.3
UFC Fight Night: Volkov vs. Aspinall,Gunnar Nelson vs. Takashi Sato,GunnarNelson,Gunnar Nelson,2022-03-19,1,0.6281997,1.59
UFC Fight Night: Volkov vs. Aspinall,Gunnar Nelson vs. Takashi Sato,TakashiSato,Takashi Sato,2022-03-19,0,0.5011525,2.0
UFC Fight Night: Volkov vs. Aspinall,Alexander Volkov vs. Tom Aspinall,AlexanderVolkov,Alexander Volkov,2022-03-19,0,0.39313537,2.54
UFC Fight Night: Volkov vs. Aspinall,Alexander Volkov vs. Tom Aspinall,TomAspinall,Tom Aspinall,2022-03-19,1,0.57966906,1.73
UFC Fight Night: Volkov vs. Aspinall,Nikita Krylov vs. Paul Craig,NikitaKrylov,Nikita Krylov,2022-03-19,0,0.4265771,2.34
UFC Fight Night: Volkov vs. Aspinall,Nikita Krylov vs. Paul Craig,PaulCraig,Paul Craig,2022-03-19,1,0.46774384,2.14
UFC Fight Night: Volkov vs. Aspinall,Arnold Allen vs. Dan Hooker,ArnoldAllen,Arnold Allen,2022-03-19,1,0.5678679,1.76
UFC Fight Night: Volkov vs. Aspinall,Arnold Allen vs. Dan Hooker,DanHooker,Dan Hooker,2022-03-19,0,0.4108255,2.43
UFC Fight Night: Volkov vs. Aspinall,Paddy Pimblett vs. Kazula Vargas,PaddyPimblett,Paddy Pimblett,2022-03-19,1,0.6975926,1.43
UFC Fight Night: Volkov vs. Aspinall,Paddy Pimblett vs. Kazula Vargas,KazulaVargas,Kazula Vargas,2022-03-19,0,0.26164314,3.82
UFC Fight Night: Volkov vs. Aspinall,Jai Herbert vs. Ilia Topuria,JaiHerbert,Jai Herbert,2022-03-19,0,0.18297666,5.47
UFC Fight Night: Volkov vs. Aspinall,Jai Herbert vs. Ilia Topuria,IliaTopuria,Ilia Topuria,2022-03-19,1,0.811978,1.23
UFC Fight Night: Blaydes vs. Daukaus,Matheus Nicolau vs. David Dvorak,MatheusNicolau,Matheus Nicolau,2022-03-26,1,0.499442,2.0
UFC Fight Night: Blaydes vs. Daukaus,Matheus Nicolau vs. David Dvorak,DavidDvorak,David Dvorak,2022-03-26,0,0.44514197,2.25
UFC Fight Night: Blaydes vs. Daukaus,Matt Brown vs. Bryan Barberena,MattBrown,Matt Brown,2022-03-26,0,0.28963256,3.45
UFC Fight Night: Blaydes vs. Daukaus,Matt Brown vs. Bryan Barberena,BryanBarberena,Bryan Barberena,2022-03-26,1,0.60713017,1.65
UFC Fight Night: Blaydes vs. Daukaus,Neil Magny vs. Max Griffin,NeilMagny,Neil Magny,2022-03-26,1,0.520486,1.92
UFC Fight Night: Blaydes vs. Daukaus,Neil Magny vs. Max Griffin,MaxGriffin,Max Griffin,2022-03-26,0,0.36873877,2.71
UFC Fight Night: Blaydes vs. Daukaus,Marc Diakiese vs. Viacheslav Borshchev,MarcDiakiese,Marc Diakiese,2022-03-26,1,0.5568007,1.8
UFC Fight Night: Blaydes vs. Daukaus,Marc Diakiese vs. Viacheslav Borshchev,ViacheslavBorshchev,Viacheslav Borshchev,2022-03-26,0,0.575862,1.74
UFC Fight Night: Blaydes vs. Daukaus,Chris Gutierrez vs. Batgerel Danaa,ChrisGutierrez,Chris Gutierrez,2022-03-26,1,0.5245568,1.91
UFC Fight Night: Blaydes vs. Daukaus,Chris Gutierrez vs. Batgerel Danaa,BatgerelDanaa,Batgerel Danaa,2022-03-26,0,0.4130981,2.42
UFC Fight Night: Blaydes vs. Daukaus,Curtis Blaydes vs. Chris Daukaus,CurtisBlaydes,Curtis Blaydes,2022-03-26,1,0.87684464,1.14
UFC Fight Night: Blaydes vs. Daukaus,Curtis Blaydes vs. Chris Daukaus,ChrisDaukaus,Chris Daukaus,2022-03-26,0,0.21830826,4.58
UFC Fight Night: Blaydes vs. Daukaus,Askar Askarov vs. Kai Kara-France,AskarAskarov,Askar Askarov,2022-03-26,0,0.48543224,2.06
UFC Fight Night: Blaydes vs. Daukaus,Askar Askarov vs. Kai Kara-France,KaiKara-France,Kai Kara-France,2022-03-26,1,0.47247115,2.12
UFC Fight Night: Blaydes vs. Daukaus,Luis Saldana vs. Bruno Souza,LuisSaldana,Luis Saldana,2022-03-26,1,0.4092217,2.44
UFC Fight Night: Blaydes vs. Daukaus,Luis Saldana vs. Bruno Souza,BrunoSouza,Bruno Souza,2022-03-26,0,0.5226736,1.91
UFC 273: Volkanovski vs. The Korean Zombie,Ian Machado Garry vs. Darian Weeks,IanMachadoGarry,Ian Machado Garry,2022-04-09,1,0.5998901,1.67
UFC 273: Volkanovski vs. The Korean Zombie,Ian Machado Garry vs. Darian Weeks,DarianWeeks,Darian Weeks,2022-04-09,0,0.42577708,2.35
UFC 273: Volkanovski vs. The Korean Zombie,Vinc Pichel vs. Mark Madsen,VincPichel,Vinc Pichel,2022-04-09,0,0.45993644,2.17
UFC 273: Volkanovski vs. The Korean Zombie,Vinc Pichel vs. Mark Madsen,MarkMadsen,Mark Madsen,2022-04-09,1,0.62678003,1.6
UFC 273: Volkanovski vs. The Korean Zombie,Alexander Volkanovski vs. Chan Sung Jung,AlexanderVolkanovski,Alexander Volkanovski,2022-04-09,1,0.87415516,1.14
UFC 273: Volkanovski vs. The Korean Zombie,Alexander Volkanovski vs. Chan Sung Jung,ChanSungJung,Chan Sung Jung,2022-04-09,0,0.18021068,5.55
UFC 273: Volkanovski vs. The Korean Zombie,Aleksei Oleinik vs. Jared Vanderaa,AlekseiOleinik,Aleksei Oleinik,2022-04-09,1,0.39167833,2.55
UFC 273: Volkanovski vs. The Korean Zombie,Aleksei Oleinik vs. Jared Vanderaa,JaredVanderaa,Jared Vanderaa,2022-04-09,0,0.46978518,2.13
UFC 273: Volkanovski vs. The Korean Zombie,Gilbert Burns vs. Khamzat Chimaev,GilbertBurns,Gilbert Burns,2022-04-09,0,0.3275444,3.05
UFC 273: Volkanovski vs. The Korean Zombie,Gilbert Burns vs. Khamzat Chimaev,KhamzatChimaev,Khamzat Chimaev,2022-04-09,1,0.6146745,1.63
UFC Fight Night: Luque vs. Muhammad,Devin Clark vs. William Knight,DevinClark,Devin Clark,2022-04-16,1,0.6319064,1.58
UFC Fight Night: Luque vs. Muhammad,Devin Clark vs. William Knight,WilliamKnight,William Knight,2022-04-16,0,0.47433776,2.11
UFC Fight Night: Luque vs. Muhammad,Pat Sabatini vs. TJ Laramie,PatSabatini,Pat Sabatini,2022-04-16,1,0.8218597,1.22
UFC Fight Night: Luque vs. Muhammad,Pat Sabatini vs. TJ Laramie,TJLaramie,TJ Laramie,2022-04-16,0,0.29394263,3.4
UFC Fight Night: Luque vs. Muhammad,Miguel Baeza vs. Andre Fialho,MiguelBaeza,Miguel Baeza,2022-04-16,0,0.4935244,2.03
UFC Fight Night: Luque vs. Muhammad,Miguel Baeza vs. Andre Fialho,AndreFialho,Andre Fialho,2022-04-16,1,0.45567358,2.19
UFC Fight Night: Luque vs. Muhammad,Vicente Luque vs. Belal Muhammad,VicenteLuque,Vicente Luque,2022-04-16,0,0.4467083,2.24
UFC Fight Night: Luque vs. Muhammad,Vicente Luque vs. Belal Muhammad,BelalMuhammad,Belal Muhammad,2022-04-16,1,0.5459599,1.83
UFC Fight Night: Luque vs. Muhammad,Alatengheili vs. Kevin Croom,Alatengheili,Alatengheili,2022-04-16,1,0.56897944,1.76
UFC Fight Night: Luque vs. Muhammad,Alatengheili vs. Kevin Croom,KevinCroom,Kevin Croom,2022-04-16,0,0.46417266,2.15
UFC Fight Night: Luque vs. Muhammad,Drakkar Klose vs. Brandon Jenkins,DrakkarKlose,Drakkar Klose,2022-04-16,1,0.58602107,1.71
UFC Fight Night: Luque vs. Muhammad,Drakkar Klose vs. Brandon Jenkins,BrandonJenkins,Brandon Jenkins,2022-04-16,0,0.36714247,2.72
UFC Fight Night: Luque vs. Muhammad,Rafa Garcia vs. Jesse Ronson,RafaGarcia,Rafa Garcia,2022-04-16,1,0.62443614,1.6
UFC Fight Night: Luque vs. Muhammad,Rafa Garcia vs. Jesse Ronson,JesseRonson,Jesse Ronson,2022-04-16,0,0.25049743,3.99
UFC Fight Night: Lemos vs. Andrade,Aoriqileng vs. Cameron Else,Aoriqileng,Aoriqileng,2022-04-23,1,0.66371095,1.51
UFC Fight Night: Lemos vs. Andrade,Aoriqileng vs. Cameron Else,CameronElse,Cameron Else,2022-04-23,0,0.30430737,3.29
UFC Fight Night: Lemos vs. Andrade,Jordan Wright vs. Marc-Andre Barriault,JordanWright,Jordan Wright,2022-04-23,0,0.65441287,1.53
UFC Fight Night: Lemos vs. Andrade,Jordan Wright vs. Marc-Andre Barriault,Marc-AndreBarriault,Marc-Andre Barriault,2022-04-23,1,0.4332742,2.31
UFC Fight Night: Lemos vs. Andrade,Lando Vannata vs. Charles Jourdain,LandoVannata,Lando Vannata,2022-04-23,0,0.3249582,3.08
UFC Fight Night: Lemos vs. Andrade,Lando Vannata vs. Charles Jourdain,CharlesJourdain,Charles Jourdain,2022-04-23,1,0.5828718,1.72
UFC Fight Night: Lemos vs. Andrade,Marcin Prachnio vs. Philipe Lins,MarcinPrachnio,Marcin Prachnio,2022-04-23,0,0.57369936,1.74
UFC Fight Night: Lemos vs. Andrade,Marcin Prachnio vs. Philipe Lins,PhilipeLins,Philipe Lins,2022-04-23,1,0.38803855,2.58
UFC Fight Night: Lemos vs. Andrade,Clay Guida vs. Claudio Puelles,ClayGuida,Clay Guida,2022-04-23,0,0.24844487,4.03
UFC Fight Night: Lemos vs. Andrade,Clay Guida vs. Claudio Puelles,ClaudioPuelles,Claudio Puelles,2022-04-23,1,0.78028274,1.28
UFC Fight Night: Lemos vs. Andrade,Tyson Pedro vs. Ike Villanueva,TysonPedro,Tyson Pedro,2022-04-23,1,0.86195445,1.16
UFC Fight Night: Lemos vs. Andrade,Tyson Pedro vs. Ike Villanueva,IkeVillanueva,Ike Villanueva,2022-04-23,0,0.21744724,4.6
UFC Fight Night: Lemos vs. Andrade,Dwight Grant vs. Sergey Khandozhko,DwightGrant,Dwight Grant,2022-04-23,0,0.43462867,2.3
UFC Fight Night: Lemos vs. Andrade,Dwight Grant vs. Sergey Khandozhko,SergeyKhandozhko,Sergey Khandozhko,2022-04-23,1,0.5729233,1.75
UFC Fight Night: Font vs. Vera,Natan Levy vs. Mike Breeden,NatanLevy,Natan Levy,2022-04-30,1,0.6418211,1.56
UFC Fight Night: Font vs. Vera,Natan Levy vs. Mike Breeden,MikeBreeden,Mike Breeden,2022-04-30,0,0.2480967,4.03
UFC Fight Night: Font vs. Vera,Andrei Arlovski vs. Jake Collier,AndreiArlovski,Andrei Arlovski,2022-04-30,1,0.4833015,2.07
UFC Fight Night: Font vs. Vera,Andrei Arlovski vs. Jake Collier,JakeCollier,Jake Collier,2022-04-30,0,0.56835806,1.76
UFC Fight Night: Font vs. Vera,Andre Fili vs. Joanderson Brito,AndreFili,Andre Fili,2022-04-30,0,0.42307127,2.36
UFC Fight Night: Font vs. Vera,Andre Fili vs. Joanderson Brito,JoandersonBrito,Joanderson Brito,2022-04-30,1,0.5054823,1.98
UFC Fight Night: Font vs. Vera,Jared Gordon vs. Grant Dawson,JaredGordon,Jared Gordon,2022-04-30,0,0.4314201,2.32
UFC Fight Night: Font vs. Vera,Jared Gordon vs. Grant Dawson,GrantDawson,Grant Dawson,2022-04-30,1,0.63142467,1.58
UFC Fight Night: Font vs. Vera,Rob Font vs. Marlon Vera,RobFont,Rob Font,2022-04-30,0,0.370396,2.7
UFC Fight Night: Font vs. Vera,Rob Font vs. Marlon Vera,MarlonVera,Marlon Vera,2022-04-30,1,0.55895144,1.79
UFC Fight Night: Font vs. Vera,Darren Elkins vs. Tristan Connelly,DarrenElkins,Darren Elkins,2022-04-30,1,0.5854308,1.71
UFC Fight Night: Font vs. Vera,Darren Elkins vs. Tristan Connelly,TristanConnelly,Tristan Connelly,2022-04-30,0,0.3957391,2.53
UFC Fight Night: Font vs. Vera,Alexandr Romanov vs. Chase Sherman,AlexandrRomanov,Alexandr Romanov,2022-04-30,1,0.78821373,1.27
UFC Fight Night: Font vs. Vera,Alexandr Romanov vs. Chase Sherman,ChaseSherman,Chase Sherman,2022-04-30,0,0.16570096,6.03
UFC Fight Night: Font vs. Vera,Krzysztof Jotko vs. Gerald Meerschaert,KrzysztofJotko,Krzysztof Jotko,2022-04-30,1,0.63945407,1.56
UFC Fight Night: Font vs. Vera,Krzysztof Jotko vs. Gerald Meerschaert,GeraldMeerschaert,Gerald Meerschaert,2022-04-30,0,0.47074974,2.12
UFC Fight Night: Font vs. Vera,Daniel Lacerda vs. Francisco Figueiredo,DanielLacerda,Daniel Lacerda,2022-04-30,0,0.47988605,2.08
UFC Fight Night: Font vs. Vera,Daniel Lacerda vs. Francisco Figueiredo,FranciscoFigueiredo,Francisco Figueiredo,2022-04-30,1,0.69191575,1.45
UFC 274: Oliveira vs. Gaethje,Brandon Royval vs. Matt Schnell,BrandonRoyval,Brandon Royval,2022-05-07,1,0.46692082,2.14
UFC 274: Oliveira vs. Gaethje,Brandon Royval vs. Matt Schnell,MattSchnell,Matt Schnell,2022-05-07,0,0.40232143,2.49
UFC 274: Oliveira vs. Gaethje,Mauricio Rua vs. Ovince Saint Preux,MauricioRua,Mauricio Rua,2022-05-07,0,0.5184856,1.93
UFC 274: Oliveira vs. Gaethje,Mauricio Rua vs. Ovince Saint Preux,OvinceSaintPreux,Ovince Saint Preux,2022-05-07,1,0.49171114,2.03
UFC 274: Oliveira vs. Gaethje,Michael Chandler vs. Tony Ferguson,MichaelChandler,Michael Chandler,2022-05-07,1,0.41761404,2.39
UFC 274: Oliveira vs. Gaethje,Michael Chandler vs. Tony Ferguson,TonyFerguson,Tony Ferguson,2022-05-07,0,0.65201676,1.53
UFC 274: Oliveira vs. Gaethje,Charles Oliveira vs. Justin Gaethje,CharlesOliveira,Charles Oliveira,2022-05-07,1,0.72642946,1.38
UFC 274: Oliveira vs. Gaethje,Charles Oliveira vs. Justin Gaethje,JustinGaethje,Justin Gaethje,2022-05-07,0,0.21824391,4.58
UFC 274: Oliveira vs. Gaethje,Randy Brown vs. Khaos Williams,RandyBrown,Randy Brown,2022-05-07,1,0.5332248,1.88
UFC 274: Oliveira vs. Gaethje,Randy Brown vs. Khaos Williams,KhaosWilliams,Khaos Williams,2022-05-07,0,0.52986705,1.89
UFC 274: Oliveira vs. Gaethje,Blagoy Ivanov vs. Marcos Rogerio de Lima,BlagoyIvanov,Blagoy Ivanov,2022-05-07,1,0.26804242,3.73
UFC 274: Oliveira vs. Gaethje,Blagoy Ivanov vs. Marcos Rogerio de Lima,MarcosRogeriodeLima,Marcos Rogerio de Lima,2022-05-07,0,0.62189424,1.61
UFC 274: Oliveira vs. Gaethje,Francisco Trinaldo vs. Danny Roberts,FranciscoTrinaldo,Francisco Trinaldo,2022-05-07,1,0.6031291,1.66
UFC 274: Oliveira vs. Gaethje,Francisco Trinaldo vs. Danny Roberts,DannyRoberts,Danny Roberts,2022-05-07,0,0.31627652,3.16
UFC Fight Night: Blachowicz vs. Rakic,Nick Maximov vs. Andre Petroski,NickMaximov,Nick Maximov,2022-05-14,0,0.3730869,2.68
UFC Fight Night: Blachowicz vs. Rakic,Nick Maximov vs. Andre Petroski,AndrePetroski,Andre Petroski,2022-05-14,1,0.7239575,1.38
UFC Fight Night: Blachowicz vs. Rakic,Davey Grant vs. Louis Smolka,DaveyGrant,Davey Grant,2022-05-14,1,0.61325425,1.63
UFC Fight Night: Blachowicz vs. Rakic,Davey Grant vs. Louis Smolka,LouisSmolka,Louis Smolka,2022-05-14,0,0.45934963,2.18
UFC Fight Night: Blachowicz vs. Rakic,Michael Johnson vs. Alan Patrick,MichaelJohnson,Michael Johnson,2022-05-14,1,0.69262475,1.44
UFC Fight Night: Blachowicz vs. Rakic,Michael Johnson vs. Alan Patrick,AlanPatrick,Alan Patrick,2022-05-14,0,0.3406376,2.94
UFC Fight Night: Blachowicz vs. Rakic,Jan Blachowicz vs. Aleksandar Rakic,JanBlachowicz,Jan Blachowicz,2022-05-14,1,0.5790141,1.73
UFC Fight Night: Blachowicz vs. Rakic,Jan Blachowicz vs. Aleksandar Rakic,AleksandarRakic,Aleksandar Rakic,2022-05-14,0,0.29341844,3.41
UFC Fight Night: Blachowicz vs. Rakic,Ryan Spann vs. Ion Cutelaba,RyanSpann,Ryan Spann,2022-05-14,1,0.41746646,2.4
UFC Fight Night: Blachowicz vs. Rakic,Ryan Spann vs. Ion Cutelaba,IonCutelaba,Ion Cutelaba,2022-05-14,0,0.5276995,1.9
UFC Fight Night: Holm vs. Vieira,Eryk Anders vs. JunYong Park,ErykAnders,Eryk Anders,2022-05-21,0,0.3059927,3.27
UFC Fight Night: Holm vs. Vieira,Eryk Anders vs. JunYong Park,JunYongPark,JunYong Park,2022-05-21,1,0.7028286,1.42
UFC Fight Night: Holm vs. Vieira,Jonathan Martinez vs. Vince Morales,JonathanMartinez,Jonathan Martinez,2022-05-21,1,0.54991865,1.82
UFC Fight Night: Holm vs. Vieira,Jonathan Martinez vs. Vince Morales,VinceMorales,Vince Morales,2022-05-21,0,0.40451053,2.47
UFC Fight Night: Holm vs. Vieira,Omar Morales vs. Uros Medic,OmarMorales,Omar Morales,2022-05-21,0,0.6168621,1.62
UFC Fight Night: Holm vs. Vieira,Omar Morales vs. Uros Medic,UrosMedic,Uros Medic,2022-05-21,1,0.5519888,1.81
UFC Fight Night: Holm vs. Vieira,Chase Hooper vs. Felipe Colares,ChaseHooper,Chase Hooper,2022-05-21,1,0.7183537,1.39
UFC Fight Night: Holm vs. Vieira,Chase Hooper vs. Felipe Colares,FelipeColares,Felipe Colares,2022-05-21,0,0.38076642,2.63
UFC Fight Night: Holm vs. Vieira,Santiago Ponzinibbio vs. Michel Pereira,SantiagoPonzinibbio,Santiago Ponzinibbio,2022-05-21,0,0.30724776,3.25
UFC Fight Night: Holm vs. Vieira,Santiago Ponzinibbio vs. Michel Pereira,MichelPereira,Michel Pereira,2022-05-21,1,0.5821022,1.72
UFC Fight Night: Holm vs. Vieira,Joseph Holmes vs. Alen Amedovski,JosephHolmes,Joseph Holmes,2022-05-21,1,0.68359196,1.46
UFC Fight Night: Holm vs. Vieira,Joseph Holmes vs. Alen Amedovski,AlenAmedovski,Alen Amedovski,2022-05-21,0,0.3035182,3.29
UFC Fight Night: Holm vs. Vieira,Chidi Njokuani vs. Dusko Todorovic,ChidiNjokuani,Chidi Njokuani,2022-05-21,1,0.6414985,1.56
UFC Fight Night: Holm vs. Vieira,Chidi Njokuani vs. Dusko Todorovic,DuskoTodorovic,Dusko Todorovic,2022-05-21,0,0.45848498,2.18
UFC Fight Night: Holm vs. Vieira,Jailton Almeida vs. Parker Porter,JailtonAlmeida,Jailton Almeida,2022-05-21,1,0.67675024,1.48
UFC Fight Night: Holm vs. Vieira,Jailton Almeida vs. Parker Porter,ParkerPorter,Parker Porter,2022-05-21,0,0.21953952,4.55
UFC Fight Night: Volkov vs. Rozenstruik,Alexander Volkov vs. Jairzinho Rozenstruik,AlexanderVolkov,Alexander Volkov,2022-06-04,1,0.5814605,1.72
UFC Fight Night: Volkov vs. Rozenstruik,Alexander Volkov vs. Jairzinho Rozenstruik,JairzinhoRozenstruik,Jairzinho Rozenstruik,2022-06-04,0,0.327569,3.05
UFC Fight Night: Volkov vs. Rozenstruik,Niklas Stolze vs. Benoit Saint Denis,NiklasStolze,Niklas Stolze,2022-06-04,0,0.34284416,2.92
UFC Fight Night: Volkov vs. Rozenstruik,Niklas Stolze vs. Benoit Saint Denis,BenoitSaintDenis,Benoit Saint Denis,2022-06-04,1,0.63450414,1.58
UFC Fight Night: Volkov vs. Rozenstruik,Ode Osbourne vs. Zarrukh Adashev,OdeOsbourne,Ode Osbourne,2022-06-04,1,0.5024634,1.99
UFC Fight Night: Volkov vs. Rozenstruik,Ode Osbourne vs. Zarrukh Adashev,ZarrukhAdashev,Zarrukh Adashev,2022-06-04,0,0.4034645,2.48
UFC Fight Night: Volkov vs. Rozenstruik,Johnny Munoz vs. Tony Gravely,JohnnyMunoz,Johnny Munoz,2022-06-04,0,0.36093473,2.77
UFC Fight Night: Volkov vs. Rozenstruik,Johnny Munoz vs. Tony Gravely,TonyGravely,Tony Gravely,2022-06-04,1,0.34650907,2.89
UFC Fight Night: Volkov vs. Rozenstruik,Joe Solecki vs. Alex Da Silva,JoeSolecki,Joe Solecki,2022-06-04,1,0.8153521,1.23
UFC Fight Night: Volkov vs. Rozenstruik,Joe Solecki vs. Alex Da Silva,AlexDaSilva,Alex Da Silva,2022-06-04,0,0.22578979,4.43
UFC Fight Night: Volkov vs. Rozenstruik,Dan Ige vs. Movsar Evloev,DanIge,Dan Ige,2022-06-04,0,0.359878,2.78
UFC Fight Night: Volkov vs. Rozenstruik,Dan Ige vs. Movsar Evloev,MovsarEvloev,Movsar Evloev,2022-06-04,1,0.65495044,1.53
UFC Fight Night: Volkov vs. Rozenstruik,Jeff Molina vs. Zhalgas Zhumagulov,JeffMolina,Jeff Molina,2022-06-04,1,0.7610798,1.31
UFC Fight Night: Volkov vs. Rozenstruik,Jeff Molina vs. Zhalgas Zhumagulov,ZhalgasZhumagulov,Zhalgas Zhumagulov,2022-06-04,0,0.34256837,2.92
UFC 275: Teixeira vs. Prochazka,SeungWoo Choi vs. Josh Culibao,SeungWooChoi,SeungWoo Choi,2022-06-11,0,0.47014493,2.13
UFC 275: Teixeira vs. Prochazka,SeungWoo Choi vs. Josh Culibao,JoshCulibao,Josh Culibao,2022-06-11,1,0.63894737,1.57
UFC 275: Teixeira vs. Prochazka,Brendan Allen vs. Jacob Malkoun,BrendanAllen,Brendan Allen,2022-06-11,1,0.6060495,1.65
UFC 275: Teixeira vs. Prochazka,Brendan Allen vs. Jacob Malkoun,JacobMalkoun,Jacob Malkoun,2022-06-11,0,0.38894778,2.57
UFC 275: Teixeira vs. Prochazka,Jack Della Maddalena vs. Ramazan Emeev,JackDellaMaddalena,Jack Della Maddalena,2022-06-11,1,0.5341961,1.87
UFC 275: Teixeira vs. Prochazka,Jack Della Maddalena vs. Ramazan Emeev,RamazanEmeev,Ramazan Emeev,2022-06-11,0,0.3197957,3.13
UFC 275: Teixeira vs. Prochazka,Andre Fialho vs. Jake Matthews,AndreFialho,Andre Fialho,2022-06-11,0,0.36276475,2.76
UFC 275: Teixeira vs. Prochazka,Andre Fialho vs. Jake Matthews,JakeMatthews,Jake Matthews,2022-06-11,1,0.5042395,1.98
UFC 275: Teixeira vs. Prochazka,Glover Teixeira vs. Jiri Prochazka,GloverTeixeira,Glover Teixeira,2022-06-11,0,0.38451096,2.6
UFC 275: Teixeira vs. Prochazka,Glover Teixeira vs. Jiri Prochazka,JiriProchazka,Jiri Prochazka,2022-06-11,1,0.562444,1.78
